Year,Area,Total Bathrooms,Bedrooms,Curr List Price,Number of Offers,Selling Price
2017,210,5,5,1099000,7,"1,225,000"
2017,210,2,3,799000,8,"903,000"
2017,210,2,3,1049000,8,"1,160,000"
2017,210,2,3,845000,8,"955,000"
2017,210,3,4,929000,8,"1,040,000"
2017,210,3,4,759000,8,"818,000"
2017,210,4,5,1165000,8,"1,220,000"
2017,210,2,3,799000,9,"919,000"
2017,210,2,3,1025000,9,"1,160,000"
2017,210,3,4,875000,9,"1,010,000"
2017,210,1,1,399000,10,"460,000"
2017,210,1,2,799000,10,"920,500"
2017,210,1,2,599000,10,"675,000"
2017,210,2,3,800000,10,"893,000"
2017,210,1,2,549000,13,"640,000"
2017,210,1,2,875000,14,"995,000"
2017,210,2,3,699000,16,"878,000"
2017,210,2,4,629000,25,"850,000"
2017,210,1,3,395000,28,"610,000"
2017,220,1,1,1200000,2,"1,320,000"
2017,220,1,2,1095000,2,"1,220,000"
2017,220,2,2,1585000,2,"1,800,000"
2017,220,1,3,1300000,2,"1,120,000"
2017,220,2,3,630000,2,"525,000"
2017,220,2,3,1599000,2,"1,650,000"
2017,220,2,3,1549900,2,"1,500,000"
2017,220,2,3,1749000,2,"1,760,000"
2017,220,2,3,1105000,2,"1,105,000"
2017,220,3,3,1859000,2,"1,800,000"
2017,220,3,3,2400000,2,"2,400,000"
2017,220,3,3,2600000,2,"2,567,000"
2017,220,3,3,1800000,2,"1,870,000"
2017,220,4,3,2370000,2,"2,260,000"
2017,220,3,4,2350000,2,"2,300,000"
2017,220,3,4,1795000,2,"1,811,000"
2017,220,4,4,2950000,2,"2,950,000"
2017,220,3,5,2895000,2,"3,000,000"
2017,220,1,3,739000,3,"745,000"
2017,220,2,3,1495000,3,"1,690,000"
2017,220,2,3,1349000,3,"1,510,000"
2017,220,2,3,699900,3,"735,000"
2017,220,3,3,1795000,3,"1,954,000"
2017,220,4,3,1699000,3,"1,650,000"
2017,220,3,4,1550000,3,"1,550,000"
2017,220,4,4,4450000,3,"4,550,000"
2017,220,4,4,2150000,3,"2,075,000"
2017,220,3,3,2650000,4,"2,751,000"
2017,220,3,3,1750000,4,"1,968,000"
2017,220,1,2,1300000,5,"1,525,000"
2017,220,3,3,1995000,5,"2,300,000"
2017,220,4,4,2999000,5,"3,100,000"
2017,220,4,6,1579000,5,"1,645,500"
2017,220,2,2,1050000,6,"1,200,000"
2017,220,2,4,1750000,7,"2,200,000"
2017,220,1,1,695000,12,"865,000"
2017,220,2,2,1050000,15,"1,300,000"
2017,220,1,3,1500000,17,"2,010,000"
2017,230,1,1,1049000,2,"990,000"
2017,230,1,1,975000,2,"975,000"
2017,230,2,2,2500000,2,"2,650,000"
2017,230,2,3,4195000,2,"4,000,000"
2017,230,4,3,2095000,2,"2,000,000"
2017,230,2,2,1549000,3,"1,350,000"
2017,230,3,4,5400000,3,"6,275,000"
2017,230,2,2,2200000,4,"2,325,000"
2017,230,2,3,1169000,4,"900,000"
2017,240,1,1,1695000,2,"1,795,000"
2017,240,3,2,3150000,2,"2,950,000"
2017,240,2,3,1775000,2,"1,640,000"
2017,240,3,3,3199000,2,"3,150,000"
2017,240,3,3,1595000,2,"1,565,000"
2017,240,3,3,2595000,2,"2,615,000"
2017,240,3,3,2798000,2,"2,675,000"
2017,240,3,4,1995000,2,"1,900,000"
2017,240,3,4,2750000,2,"2,682,000"
2017,240,3,4,2150000,2,"2,125,000"
2017,240,3,4,3145000,2,"3,150,000"
2017,240,3,4,3725000,2,"3,420,000"
2017,240,3,4,1995000,2,"2,025,000"
2017,240,4,4,5999000,2,"5,750,000"
2017,240,4,4,3125000,2,"3,300,000"
2017,240,4,4,5000000,2,"5,050,000"
2017,240,4,4,2495000,2,"2,495,000"
2017,240,5,4,2695000,2,"2,686,500"
2017,240,6,4,2895000,2,"3,100,000"
2017,240,3,5,2995000,2,"2,875,000"
2017,240,5,5,3395000,2,"3,375,000"
2017,240,5,5,3995000,2,"4,100,000"
2017,240,6,5,4095000,2,"3,895,000"
2017,240,4,6,3595000,2,"4,000,000"
2017,240,2,2,1650000,3,"1,550,000"
2017,240,2,3,1675000,3,"1,730,000"
2017,240,2,3,1975000,3,"2,075,000"
2017,240,2,3,1849900,3,"1,810,000"
2017,240,4,3,1749000,3,"2,210,000"
2017,240,5,3,2950000,3,"3,211,111"
2017,240,3,4,2395000,3,"2,460,000"
2017,240,3,4,2595000,3,"2,700,000"
2017,240,3,4,2595000,3,"2,620,000"
2017,240,4,4,2095000,3,"2,025,000"
2017,240,4,4,2595000,3,"2,678,000"
2017,240,5,5,3500000,3,"4,000,000"
2017,240,1,3,1295000,4,"1,305,000"
2017,240,2,3,1950000,4,"2,098,375"
2017,240,2,3,1295000,4,"1,315,000"
2017,240,3,3,1550000,4,"1,518,000"
2017,240,3,3,2795000,4,"3,000,000"
2017,240,3,4,1795000,4,"1,695,000"
2017,240,3,4,1795000,4,"1,900,000"
2017,240,4,4,2375000,4,"2,525,000"
2017,240,2,4,1099000,5,"1,045,000"
2017,240,3,4,2100000,6,"1,850,000"
2017,240,3,4,1795000,6,"2,110,000"
2017,240,2,4,1175000,7,"1,300,000"
2017,240,2,4,2250000,11,"3,300,500"
2017,240,2,3,905000,19,"1,306,000"
2018,10,2,2,3400000,2,"3,200,000"
2018,10,3,4,2995000,2,"2,876,250"
2018,10,1,2,1499000,3,"1,600,000"
2018,10,2,3,2200000,3,"2,200,000"
2018,10,3,3,1795000,3,"1,640,000"
2018,10,3,2,1995000,5,"2,650,000"
2018,10,3,5,2975000,6,"3,755,000"
2018,30,1,2,899000,2,"880,000"
2018,30,2,2,1450000,2,"1,450,000"
2018,30,1,3,1160000,2,"1,263,710"
2018,30,2,3,1247000,2,"1,150,000"
2018,30,2,3,1085000,2,"1,130,000"
2018,30,2,3,1349000,2,"1,355,000"
2018,30,2,3,1322000,2,"1,315,000"
2018,30,3,3,1275000,2,"1,400,000"
2018,30,3,3,2495000,2,"2,450,000"
2018,30,3,3,1995000,2,"2,110,000"
2018,30,2,4,1899000,2,"1,980,000"
2018,30,2,4,1699000,2,"1,740,000"
2018,30,2,4,1350000,2,"1,500,000"
2018,30,3,4,2199000,2,"2,250,000"
2018,30,3,4,1895000,2,"1,815,000"
2018,30,3,4,2495000,2,"2,420,000"
2018,30,4,4,2195000,2,"2,625,000"
2018,30,5,5,2495000,2,"2,375,000"
2018,30,6,6,1975000,2,"1,975,000"
2018,30,1,2,1295000,3,"1,200,000"
2018,30,2,3,1195000,3,"1,303,003"
2018,30,2,3,1079000,3,"1,217,000"
2018,30,2,3,1195000,3,"1,250,000"
2018,30,2,3,1399000,3,"1,615,000"
2018,30,3,3,1350000,3,"1,190,000"
2018,30,3,4,1450000,3,"1,625,000"
2018,30,4,4,2295000,3,"2,225,000"
2018,30,2,5,1575000,3,"1,625,000"
2018,30,2,2,1149000,4,"1,155,000"
2018,30,2,3,999000,4,"1,276,000"
2018,30,2,4,1385000,4,"1,500,000"
2018,30,2,4,1595000,5,"1,710,000"
2018,30,4,4,1995000,7,"2,350,000"
2018,40,2,3,950000,2,"950,000"
2018,40,1,1,625000,3,"625,000"
2018,40,3,3,1495000,3,"1,400,000"
2018,40,2,4,995000,3,"900,000"
2018,50,1,2,779000,2,"851,000"
2018,50,2,2,799000,2,"850,000"
2018,50,2,2,945000,2,"925,000"
2018,50,2,3,780000,2,"810,000"
2018,50,2,3,849000,2,"885,000"
2018,50,2,3,869000,2,"866,500"
2018,50,2,3,899000,2,"975,000"
2018,50,2,3,1160000,2,"1,155,000"
2018,50,2,3,1049000,2,"1,203,000"
2018,50,2,3,899000,2,"930,000"
2018,50,2,3,940000,2,"940,000"
2018,50,2,3,939000,2,"1,075,000"
2018,50,2,3,1049000,2,"1,070,000"
2018,50,3,3,869000,2,"915,000"
2018,50,3,3,1149000,2,"1,150,000"
2018,50,3,3,875000,2,"966,000"
2018,50,2,4,1249000,2,"1,225,000"
2018,50,3,4,1300000,2,"1,415,000"
2018,50,3,4,2100000,2,"2,100,000"
2018,50,4,4,1875000,2,"1,885,000"
2018,50,1,1,675000,3,"700,000"
2018,50,1,2,749000,3,"780,000"
2018,50,2,2,625000,3,"660,000"
2018,50,1,3,875000,3,"885,000"
2018,50,2,3,975000,3,"995,000"
2018,50,2,3,1195000,3,"1,255,000"
2018,50,2,4,939000,3,"1,100,000"
2018,50,2,4,1175000,3,"1,225,000"
2018,50,3,4,1100000,3,"1,150,000"
2018,50,4,4,1195000,3,"1,351,000"
2018,50,6,4,2250000,3,"2,400,000"
2018,50,3,5,1300000,3,"1,290,000"
2018,50,4,6,1149000,3,"1,250,000"
2018,50,1,2,749000,4,"786,000"
2018,50,2,2,1350000,4,"1,350,000"
2018,50,2,3,899000,4,"920,000"
2018,50,3,3,799000,4,"860,000"
2018,50,3,4,1300000,4,"1,480,000"
2018,50,1,1,599000,5,"675,000"
2018,50,2,3,1200000,5,"1,450,000"
2018,50,1,3,799000,6,"860,000"
2018,50,1,2,769000,7,"842,000"
2018,50,1,3,329000,7,"435,000"
2018,50,1,1,350000,9,"450,000"
2018,50,1,2,649000,9,"751,000"
2018,50,2,2,799000,10,"920,000"
2018,70,2,3,1379000,2,"1,406,000"
2018,70,3,3,1495000,2,"1,500,000"
2018,70,3,3,1495000,2,"1,500,000"
2018,70,3,3,1675000,2,"1,675,000"
2018,70,4,3,1995000,2,"2,095,000"
2018,70,3,4,1400000,2,"1,450,000"
2018,70,3,4,1649000,2,"1,600,000"
2018,70,3,4,1595000,2,"1,683,000"
2018,70,4,4,1699000,2,"1,700,000"
2018,70,4,4,2195000,2,"2,200,000"
2018,70,4,4,2850000,2,"2,800,000"
2018,70,3,5,1649000,2,"1,835,000"
2018,70,4,5,1599000,2,"1,545,000"
2018,70,5,5,2799000,2,"2,850,000"
2018,70,2,3,1199000,3,"1,453,000"
2018,70,2,3,1595000,3,"1,625,000"
2018,70,3,3,1749000,3,"1,750,000"
2018,70,3,4,1699000,3,"1,860,000"
2018,70,3,4,1895000,3,"1,955,000"
2018,70,3,4,2575000,3,"2,780,000"
2018,70,3,4,2295000,3,"2,550,000"
2018,70,2,3,1399000,4,"1,000,000"
2018,70,1,3,1200000,6,"1,350,000"
2018,70,2,3,1495000,6,"1,825,000"
2018,70,2,4,1799000,8,"2,300,000"
2018,80,1,2,995000,2,"1,063,000"
2018,80,1,2,1150000,2,"1,215,000"
2018,80,2,2,1895000,2,"1,800,000"
2018,80,2,3,875000,2,"875,000"
2018,80,2,4,1599000,2,"1,500,000"
2018,80,3,2,1495000,3,"1,500,000"
2018,80,2,3,799900,3,"775,000"
2018,90,2,2,1200000,2,"1,200,000"
2018,90,2,3,1385000,2,"1,455,000"
2018,90,3,3,2595000,2,"2,475,000"
2018,90,3,4,5495000,2,"3,600,000"
2018,90,3,4,2400000,2,"2,392,000"
2018,90,3,4,1995000,2,"1,950,000"
2018,90,3,4,2195000,2,"2,350,000"
2018,90,3,4,2495000,2,"2,700,000"
2018,90,5,4,2849000,2,"2,800,000"
2018,90,5,4,2588000,2,"2,650,000"
2018,90,3,5,1795000,2,"1,803,000"
2018,90,4,5,3395000,2,"3,300,000"
2018,90,2,3,1400000,3,"1,595,000"
2018,90,2,3,1375000,3,"1,350,000"
2018,90,2,3,2150000,3,"2,325,000"
2018,90,2,3,1339000,3,"1,350,000"
2018,90,2,3,1595000,3,"1,730,000"
2018,90,3,3,2195000,3,"2,370,600"
2018,90,4,3,2700000,3,"2,800,000"
2018,90,3,4,2495000,3,"2,600,000"
2018,90,4,4,2995000,3,"3,225,000"
2018,90,3,5,2749000,3,"3,123,000"
2018,90,3,3,2240000,4,"2,240,000"
2018,90,4,4,2695000,4,"2,740,000"
2018,90,2,3,1499000,5,"1,715,000"
2018,90,3,3,2100000,5,"2,410,000"
2018,90,4,5,1995000,5,"2,500,000"
2018,90,3,5,1600000,11,"2,147,000"
2018,100,2,2,1375000,2,"1,385,000"
2018,100,2,2,1575000,2,"1,500,000"
2018,100,3,2,2050000,2,"2,120,000"
2018,100,2,3,1650000,2,"1,600,000"
2018,100,2,3,1795000,2,"1,850,000"
2018,100,2,3,1925000,2,"1,950,000"
2018,100,3,3,1645000,2,"1,645,000"
2018,100,3,3,2350000,2,"2,291,250"
2018,100,3,3,2295000,2,"2,600,000"
2018,100,3,3,1795000,2,"1,860,000"
2018,100,4,3,2250000,2,"2,400,000"
2018,100,2,4,1399000,2,"1,330,000"
2018,100,4,4,2800000,2,"2,620,000"
2018,100,4,5,2395000,2,"2,445,385"
2018,100,7,6,3795000,2,"3,600,000"
2018,100,2,3,1495000,3,"1,485,000"
2018,100,3,3,1595000,3,"1,689,789"
2018,100,4,3,2595000,3,"2,525,000"
2018,100,3,4,3195000,3,"3,250,000"
2018,100,3,4,1975000,3,"2,100,000"
2018,100,3,4,2795000,3,"3,130,000"
2018,100,4,4,1995000,3,"2,075,000"
2018,100,4,4,2375000,3,"2,510,000"
2018,100,4,4,3000000,4,"3,150,000"
2018,100,2,3,1395000,7,"1,660,000"
2018,100,1,2,949000,8,"1,123,000"
2018,100,2,2,999000,9,"1,345,000"
2018,100,1,2,1000000,10,"975,000"
2018,100,2,2,1350000,13,"1,750,000"
2018,110,1,1,995000,6,"1,300,000"
2018,120,1,1,900000,2,"890,000"
2018,120,1,2,1025000,2,"1,035,000"
2018,120,1,2,1250000,2,"1,400,000"
2018,120,1,2,1289000,2,"1,300,000"
2018,120,2,2,1300000,2,"1,360,000"
2018,120,2,2,825000,2,"821,000"
2018,120,2,2,1700000,2,"1,875,000"
2018,120,1,3,925000,2,"960,000"
2018,120,2,3,1575000,2,"1,525,000"
2018,120,2,3,1125000,2,"1,225,000"
2018,120,2,3,1495000,2,"1,625,000"
2018,120,2,3,875000,2,"878,400"
2018,120,2,3,1395000,2,"1,390,000"
2018,120,2,3,1349000,2,"1,510,000"
2018,120,2,3,1695000,2,"1,800,000"
2018,120,2,3,1495000,2,"1,624,000"
2018,120,2,3,1049000,2,"960,000"
2018,120,2,3,1450000,2,"1,450,000"
2018,120,2,3,1149000,2,"1,400,000"
2018,120,2,3,1595000,2,"1,710,000"
2018,120,2,3,925000,2,"1,100,000"
2018,120,2,3,1500000,2,"1,610,000"
2018,120,2,3,1275000,2,"1,460,000"
2018,120,2,3,1495000,2,"1,450,000"
2018,120,2,3,2295000,2,"2,320,000"
2018,120,2,3,699950,2,"727,000"
2018,120,2,3,1849000,2,"1,755,000"
2018,120,2,3,1050000,2,"1,045,000"
2018,120,3,3,1695000,2,"1,750,000"
2018,120,3,3,1999000,2,"2,200,000"
2018,120,3,3,1395000,2,"1,480,000"
2018,120,3,3,3295000,2,"3,400,000"
2018,120,3,3,1505000,2,"1,505,000"
2018,120,3,3,1650000,2,"1,780,000"
2018,120,3,3,1695000,2,"1,925,000"
2018,120,3,3,1149000,2,"1,175,000"
2018,120,3,3,2550000,2,"2,562,387"
2018,120,3,3,1299000,2,"1,106,500"
2018,120,3,3,2595000,2,"2,930,000"
2018,120,4,3,2495000,2,"2,400,000"
2018,120,4,3,2995000,2,"3,025,000"
2018,120,2,4,759000,2,"759,000"
2018,120,2,4,1495000,2,"1,562,500"
2018,120,2,4,1759000,2,"1,685,000"
2018,120,2,4,1260000,2,"1,450,000"
2018,120,2,4,1295000,2,"1,350,000"
2018,120,3,4,1600000,2,"1,700,000"
2018,120,3,4,1549000,2,"1,630,000"
2018,120,3,4,1795000,2,"1,825,000"
2018,120,3,4,1999000,2,"2,450,000"
2018,120,3,4,1450000,2,"1,505,000"
2018,120,3,4,2995000,2,"2,995,000"
2018,120,3,4,1150000,2,"1,210,000"
2018,120,3,4,1395000,2,"1,375,000"
2018,120,3,4,2695000,2,"2,850,000"
2018,120,3,4,2695000,2,"2,810,000"
2018,120,3,4,2400000,2,"2,452,000"
2018,120,3,4,2695000,2,"2,700,000"
2018,120,3,4,1725000,2,"1,695,000"
2018,120,3,4,1595000,2,"1,750,000"
2018,120,4,4,1250000,2,"1,275,000"
2018,120,4,4,2389000,2,"2,215,000"
2018,120,4,4,2695000,2,"2,645,000"
2018,120,4,4,2995000,2,"3,250,000"
2018,120,4,4,3395000,2,"3,350,000"
2018,120,4,4,1795000,2,"1,795,000"
2018,120,4,4,1100000,2,"1,205,000"
2018,120,4,4,2445000,2,"2,337,500"
2018,120,5,4,4495000,2,"4,550,000"
2018,120,5,4,2995000,2,"3,300,000"
2018,120,3,5,1750000,2,"1,810,000"
2018,120,4,5,2450000,2,"2,600,000"
2018,120,4,5,3850000,2,"4,050,000"
2018,120,5,5,2995000,2,"3,275,000"
2018,120,5,5,2495000,2,"2,525,000"
2018,120,5,5,3850000,2,"3,880,000"
2018,120,5,5,2895000,2,"2,725,000"
2018,120,6,5,3195000,2,"2,950,000"
2018,120,3,6,2650000,2,"2,565,000"
2018,120,5,6,4995000,2,"5,300,000"
2018,120,6,6,3225000,2,"3,230,000"
2018,120,1,1,649000,3,"689,000"
2018,120,1,2,879000,3,"925,000"
2018,120,1,2,1250000,3,"1,400,000"
2018,120,1,2,995000,3,"1,175,000"
2018,120,1,2,995000,3,"1,150,000"
2018,120,2,2,975000,3,"1,150,000"
2018,120,2,2,1095000,3,"1,125,000"
2018,120,2,2,1266000,3,"1,275,000"
2018,120,2,2,1150000,3,"1,150,000"
2018,120,3,2,1299000,3,"1,400,000"
2018,120,1,3,1155000,3,"1,325,000"
2018,120,2,3,995000,3,"1,030,000"
2018,120,2,3,1325000,3,"1,440,000"
2018,120,2,3,1650000,3,"1,710,000"
2018,120,2,3,1549000,3,"1,750,000"
2018,120,2,3,1275000,3,"1,588,000"
2018,120,2,3,1550000,3,"1,650,000"
2018,120,2,3,995000,3,"1,203,000"
2018,120,2,3,1595000,3,"1,595,000"
2018,120,2,3,1198000,3,"1,200,000"
2018,120,2,3,1850000,3,"2,000,000"
2018,120,2,3,1295000,3,"1,350,000"
2018,120,2,3,1250000,3,"1,200,000"
2018,120,2,3,1695000,3,"1,810,000"
2018,120,2,3,1195000,3,"1,405,000"
2018,120,3,3,1025000,3,"1,125,500"
2018,120,3,3,1850000,3,"2,000,000"
2018,120,3,3,2195000,3,"2,400,000"
2018,120,3,3,1395000,3,"1,485,000"
2018,120,3,3,1495000,3,"1,550,000"
2018,120,3,3,1549000,3,"1,608,000"
2018,120,2,4,1500000,3,"1,650,000"
2018,120,3,4,1775000,3,"1,800,000"
2018,120,3,4,3499000,3,"3,725,000"
2018,120,3,4,2595000,3,"2,455,000"
2018,120,3,4,2995000,3,"3,425,000"
2018,120,3,4,1296000,3,"1,225,000"
2018,120,3,4,1995000,3,"2,060,000"
2018,120,3,4,2195000,3,"2,370,000"
2018,120,4,4,1835000,3,"1,925,000"
2018,120,6,4,3390000,3,"3,400,000"
2018,120,3,5,3249000,3,"3,575,000"
2018,120,5,5,3750000,3,"3,910,000"
2018,120,5,5,1998000,3,"1,775,000"
2018,120,1,2,898000,4,"956,000"
2018,120,2,2,1197000,4,"1,300,000"
2018,120,1,3,1189000,4,"1,330,000"
2018,120,2,3,1195000,4,"1,385,000"
2018,120,2,3,1359000,4,"1,405,000"
2018,120,2,3,1350000,4,"1,450,000"
2018,120,3,3,1595000,4,"1,776,000"
2018,120,3,3,1499000,4,"1,661,000"
2018,120,3,3,1699000,4,"1,803,000"
2018,120,2,4,1295000,4,"1,500,000"
2018,120,3,4,2500000,4,"2,515,000"
2018,120,3,4,1050000,4,"1,205,000"
2018,120,3,4,3395000,4,"3,850,000"
2018,120,3,5,1569000,4,"1,675,000"
2018,120,1,2,999000,5,"1,215,900"
2018,120,2,3,900000,5,"1,172,000"
2018,120,3,3,1259000,5,"1,500,000"
2018,120,3,3,1450000,5,"1,627,000"
2018,120,3,3,1195000,5,"1,250,000"
2018,120,3,4,2228000,5,"2,500,000"
2018,120,5,5,1650000,5,"1,675,000"
2018,120,1,2,1099000,6,"1,375,000"
2018,120,2,2,1149000,6,"1,260,000"
2018,120,1,3,899000,6,"1,225,000"
2018,120,2,3,1499000,6,"1,700,000"
2018,120,3,4,1795000,6,"2,070,000"
2018,120,3,4,1695000,6,"2,000,000"
2018,120,1,2,849000,7,"1,250,000"
2018,120,2,3,1495000,7,"1,650,000"
2018,120,1,2,899000,8,"1,305,000"
2018,120,1,2,1299000,8,"1,767,000"
2018,120,2,3,1025000,8,"1,350,000"
2018,120,2,3,1099000,8,"1,300,000"
2018,120,3,3,1495000,8,"1,780,000"
2018,120,3,4,1600000,8,"1,925,000"
2018,120,3,5,1895000,8,"2,181,000"
2018,120,2,1,895000,9,"1,225,000"
2018,120,3,3,925000,9,"1,110,000"
2018,120,2,3,1495000,10,"1,855,000"
2018,120,2,3,850000,12,"1,020,000"
2018,130,3,3,1550000,3,"1,700,000"
2018,140,2,2,1675000,2,"1,675,000"
2018,150,1,2,649000,2,"645,000"
2018,150,1,2,649900,2,"661,000"
2018,150,1,2,629000,2,"625,000"
2018,150,1,3,615000,2,"615,000"
2018,150,2,3,749000,2,"740,000"
2018,150,2,3,665000,2,"630,000"
2018,150,2,3,1050000,2,"1,000,000"
2018,150,2,3,795000,2,"805,000"
2018,150,2,3,799000,2,"795,000"
2018,150,2,3,699950,2,"745,000"
2018,150,2,3,695000,2,"745,000"
2018,150,2,3,829000,2,"903,000"
2018,150,2,3,1999000,2,"1,999,000"
2018,150,2,3,799000,2,"784,000"
2018,150,2,3,775000,2,"800,000"
2018,150,2,3,750000,2,"775,000"
2018,150,2,3,1395000,2,"1,395,000"
2018,150,2,3,502074,2,"502,074"
2018,150,2,3,799000,2,"760,000"
2018,150,2,3,819000,2,"825,000"
2018,150,2,3,835000,2,"865,000"
2018,150,2,3,939000,2,"925,000"
2018,150,2,3,837000,2,"815,000"
2018,150,2,3,880000,2,"900,000"
2018,150,2,3,907000,2,"949,000"
2018,150,2,3,799000,2,"825,000"
2018,150,2,3,705000,2,"714,000"
2018,150,2,3,859000,2,"895,455"
2018,150,2,3,789000,2,"800,000"
2018,150,2,3,799000,2,"808,400"
2018,150,3,3,1695000,2,"1,750,000"
2018,150,3,3,1149900,2,"1,135,100"
2018,150,3,3,1425000,2,"1,418,000"
2018,150,3,3,1329000,2,"1,345,000"
2018,150,3,3,959000,2,"995,000"
2018,150,3,3,1199000,2,"1,175,000"
2018,150,3,3,999500,2,"950,000"
2018,150,3,3,1095000,2,"1,150,000"
2018,150,3,3,825000,2,"873,000"
2018,150,3,3,1495000,2,"1,495,000"
2018,150,3,3,699000,2,"635,000"
2018,150,3,3,850000,2,"920,000"
2018,150,3,3,825000,2,"790,000"
2018,150,3,3,850000,2,"894,000"
2018,150,3,3,949000,2,"935,500"
2018,150,3,3,950000,2,"1,010,000"
2018,150,3,3,979000,2,"1,018,000"
2018,150,3,3,799000,2,"799,000"
2018,150,4,3,1297500,2,"1,300,000"
2018,150,4,3,1549000,2,"1,580,000"
2018,150,4,3,1549000,2,"1,460,000"
2018,150,5,3,1150000,2,"1,150,000"
2018,150,2,4,749000,2,"749,000"
2018,150,2,4,875000,2,"875,000"
2018,150,2,4,880000,2,"900,000"
2018,150,2,4,799000,2,"825,000"
2018,150,2,4,749900,2,"739,000"
2018,150,2,4,869000,2,"913,000"
2018,150,2,4,760000,2,"780,000"
2018,150,2,4,849000,2,"875,000"
2018,150,3,4,1173950,2,"1,159,000"
2018,150,3,4,1199000,2,"1,132,000"
2018,150,3,4,1299000,2,"1,315,000"
2018,150,3,4,949900,2,"924,000"
2018,150,3,4,1198000,2,"1,250,000"
2018,150,3,4,1100000,2,"1,105,000"
2018,150,3,4,1195000,2,"1,125,000"
2018,150,3,4,1100000,2,"1,175,000"
2018,150,3,4,1049000,2,"1,049,000"
2018,150,3,4,830000,2,"840,000"
2018,150,3,4,995000,2,"987,000"
2018,150,3,4,879000,2,"895,000"
2018,150,3,4,945000,2,"960,000"
2018,150,4,4,1139000,2,"1,160,000"
2018,150,4,4,1699000,2,"1,699,000"
2018,150,4,4,1599000,2,"1,650,000"
2018,150,4,4,1188000,2,"1,188,000"
2018,150,4,4,1448000,2,"1,510,000"
2018,150,4,4,1795000,2,"1,865,000"
2018,150,5,4,1700000,2,"1,650,000"
2018,150,5,4,1089000,2,"1,085,000"
2018,150,3,5,1379000,2,"1,360,000"
2018,150,3,5,1300000,2,"1,280,000"
2018,150,3,5,1295000,2,"1,280,000"
2018,150,3,5,1199000,2,"1,303,000"
2018,150,3,5,1265000,2,"1,345,000"
2018,150,3,5,1150000,2,"1,097,500"
2018,150,3,5,1285000,2,"1,285,000"
2018,150,3,5,900000,2,"910,000"
2018,150,3,5,1350000,2,"1,450,000"
2018,150,4,5,1575000,2,"1,590,000"
2018,150,3,6,1150000,2,"1,140,000"
2018,150,3,6,995000,2,"975,000"
2018,150,1,2,729000,3,"715,000"
2018,150,1,2,599888,3,"600,000"
2018,150,1,3,599000,3,"609,000"
2018,150,1,3,799000,3,"850,000"
2018,150,2,3,719000,3,"680,000"
2018,150,2,3,899000,3,"899,000"
2018,150,2,3,799000,3,"880,000"
2018,150,2,3,749000,3,"790,000"
2018,150,2,3,775000,3,"800,000"
2018,150,2,3,599000,3,"655,000"
2018,150,2,3,785000,3,"830,000"
2018,150,2,3,899900,3,"898,000"
2018,150,2,3,825000,3,"827,000"
2018,150,2,3,849000,3,"950,000"
2018,150,2,3,749500,3,"815,000"
2018,150,2,3,815000,3,"842,000"
2018,150,2,3,875000,3,"895,000"
2018,150,2,3,745000,3,"770,000"
2018,150,2,3,739000,3,"760,000"
2018,150,2,3,799000,3,"775,000"
2018,150,2,3,849950,3,"869,000"
2018,150,3,3,725000,3,"770,000"
2018,150,3,3,739000,3,"785,000"
2018,150,3,3,1365000,3,"1,385,000"
2018,150,3,3,1450000,3,"1,468,000"
2018,150,3,3,899000,3,"950,000"
2018,150,2,4,1149000,3,"1,100,000"
2018,150,2,4,839000,3,"861,000"
2018,150,2,4,775000,3,"785,000"
2018,150,2,4,895000,3,"945,000"
2018,150,3,4,1295000,3,"1,305,000"
2018,150,3,4,957500,3,"985,000"
2018,150,3,4,1135000,3,"1,135,000"
2018,150,3,4,1025000,3,"1,050,000"
2018,150,3,4,1195000,3,"1,403,000"
2018,150,3,4,899000,3,"900,000"
2018,150,3,4,1395000,3,"1,470,000"
2018,150,3,4,949000,3,"990,000"
2018,150,3,4,995000,3,"1,050,000"
2018,150,3,4,1100000,3,"1,135,000"
2018,150,3,4,1150000,3,"1,150,000"
2018,150,4,4,1695000,3,"1,710,000"
2018,150,3,5,970000,3,"970,000"
2018,150,3,5,1185000,3,"1,185,000"
2018,150,3,5,1099000,3,"1,080,000"
2018,150,4,5,1649000,3,"1,640,000"
2018,150,4,5,1449000,3,"1,550,000"
2018,150,1,3,675000,4,"700,000"
2018,150,2,3,1200000,4,"1,326,000"
2018,150,2,3,1499000,4,"1,648,000"
2018,150,2,3,795000,4,"880,000"
2018,150,2,3,819000,4,"840,000"
2018,150,2,3,659000,4,"680,000"
2018,150,2,3,687000,4,"675,000"
2018,150,2,3,749000,4,"785,000"
2018,150,2,3,699950,4,"715,000"
2018,150,2,3,799000,4,"880,000"
2018,150,2,3,560000,4,"592,000"
2018,150,2,3,815000,4,"830,000"
2018,150,2,3,725000,4,"770,000"
2018,150,2,3,749900,4,"725,000"
2018,150,2,3,839000,4,"870,000"
2018,150,2,3,799000,4,"825,000"
2018,150,3,3,1135000,4,"1,280,000"
2018,150,3,3,1475000,4,"1,500,000"
2018,150,3,3,1099000,4,"1,222,000"
2018,150,2,4,870000,4,"920,000"
2018,150,2,4,849000,4,"860,000"
2018,150,2,4,975000,4,"1,105,000"
2018,150,2,4,779000,4,"850,000"
2018,150,2,4,749000,4,"765,000"
2018,150,2,4,899000,4,"1,000,000"
2018,150,2,4,819000,4,"875,000"
